Fe,mass,Pd,Pt
0.00034521,0.00038092,0.0013914,3.68E-05
0.00038648,0.00040408,0.0015,3.61E-05
0.0015743,0.0014728,0.0063607,9.21E-05
0.02592,0.020319,0.11196,0.00072374
0.015949,0.012696,0.068477,0.00049014
0.01491,0.010869,0.062398,0.00045111
0.0147,0.0091984,0.058521,0.00044755
0.015693,0.0081132,0.056951,0.00047008
0.017748,0.0078977,0.058563,0.00053437
0.042462,0.016352,0.13081,0.0016594
0.35094,0.11241,1.0551,0.021665
0.25295,0.073832,0.68795,0.012858
0.21596,0.061729,0.52895,0.010103
0.17892,0.045538,0.39071,0.0082554
0.14747,0.04103,0.28484,0.0075173
0.12947,0.052726,0.22386,0.011684
0.14957,0.14313,0.23792,0.081916
0.13081,0.14095,0.18393,0.070659
0.11878,0.13019,0.1466,0.057053
0.11574,0.12598,0.12905,0.052428
0.12226,0.13418,0.12261,0.053595
0.20136,0.26171,0.16581,0.096533
0.25614,0.36399,0.1878,0.13686
0.25984,0.39442,0.17901,0.16424
0.27105,0.46687,0.17389,0.21448
0.36362,0.91899,0.19458,0.43618
0.45576,1.6365,0.21232,0.75383
0.41512,1.7971,0.19855,0.79856
0.36836,1.9759,0.18609,0.82594
0.31275,1.8364,0.17506,0.78993
0.2498,1.4585,0.16043,0.66867
0.19749,1.1364,0.15005,0.55266
0.15985,0.88048,0.14277,0.46513
0.13519,0.79796,0.13697,0.39537
0.11914,0.70534,0.13058,0.3484
0.10892,0.62251,0.12448,0.315
0.10208,0.55144,0.11808,0.28653
0.096282,0.4936,0.11212,0.26521
0.088907,0.47264,0.10755,0.2492
0.084472,0.46903,0.10312,0.2318
0.079589,0.46528,0.098774,0.21591
0.076271,0.45664,0.093634,0.20304
0.074028,0.446,0.089014,0.19199
0.072046,0.4321,0.083609,0.18328
0.069267,0.41773,0.07761,0.17718
0.066256,0.40344,0.072951,0.17182
0.063458,0.39223,0.068997,0.16219
0.060364,0.38522,0.065577,0.15255
0.057593,0.3844,0.065311,0.14043
0.055245,0.38433,0.066742,0.12982
0.053894,0.37964,0.069019,0.12042
0.051753,0.37313,0.072466,0.11444
0.050344,0.36337,0.075896,0.11182
0.047551,0.35465,0.079351,0.11186
0.043941,0.35275,0.081748,0.11386
0.040027,0.35471,0.085778,0.11719
0.036072,0.36432,0.09014,0.11897
0.032299,0.38065,0.097275,0.12023
0.029115,0.39819,0.10741,0.12132
0.026978,0.41309,0.12225,0.12008
0.025544,0.4244,0.13971,0.11929
0.025329,0.43676,0.15893,0.12092
0.025802,0.43449,0.1786,0.12415
0.027909,0.41349,0.1932,0.13443
0.030547,0.3922,0.20293,0.15145
0.036405,0.39437,0.21471,0.17978
0.046876,0.42076,0.23021,0.21687
0.060131,0.45239,0.24372,0.25988
0.057657,0.46983,0.17402,0.26686
0.046881,0.45543,0.099665,0.2616
0.037179,0.4387,0.055037,0.24464
0.02664,0.34503,0.028555,0.10504
0.018652,0.24119,0.014493,0.037181
0.017086,0.19679,0.010784,0.027122
0.017312,0.15026,0.0088747,0.021787
0.0091537,0.089426,0.0064621,0.014386
0.0020023,0.038497,0.0040437,0.0076471
0.0018606,0.0341,0.0042173,0.0066059
0.0020406,0.035195,0.0048745,0.0062266
0.0023013,0.037836,0.0056667,0.0064507
0.0024854,0.039112,0.0058194,0.0062746
0.0017016,0.01548,0.0018812,0.0014937
0.0016596,0.01263,0.0014716,0.00099172
0.0017974,0.01288,0.0015407,0.00090899
0.0019809,0.013344,0.001694,0.00088562
0.0022396,0.014293,0.0019764,0.00093658
0.0027112,0.011902,0.0025355,0.0011716
0.0010281,0.0064747,0.0015573,0.00052063
0.00078573,0.0057141,0.0015834,0.00044562
0.0008341,0.0061189,0.0020274,0.00052333
0.00088349,0.0066886,0.0026474,0.00062909
0.00094736,0.0071181,0.0034094,0.00075038
0.0010363,0.0077934,0.0042799,0.0008906
0.001184,0.0084661,0.0052499,0.0010689
0.00068547,0.0058257,0.003508,0.00056929
0.00057808,0.0049923,0.0031484,0.00043538
0.00061142,0.0049147,0.0033419,0.00041588
0.00065962,0.0048203,0.0034793,0.00039945
0.00072414,0.0046979,0.0035496,0.00038928
0.00080773,0.0045419,0.0035629,0.00039737
0.00091592,0.0043879,0.0035776,0.00042229
0.0010467,0.004239,0.0035821,0.00047479
0.0011879,0.0041385,0.0035722,0.00054448
0.0013456,0.004132,0.0035743,0.00061427
0.0014994,0.004141,0.0035616,0.00067085
0.0016509,0.0041685,0.0035568,0.00069431
0.0018158,0.0042502,0.0035786,0.0006827
0.0019815,0.0043089,0.0036368,0.00064554
0.0022051,0.0043876,0.0037353,0.00058888
0.0024628,0.004453,0.0038337,0.00052284
0.002778,0.0045225,0.003963,0.00045797
0.0030888,0.0045512,0.0040947,0.00039997
0.0034173,0.0045496,0.004233,0.00035133
0.00018265,0.00022873,0.00080059,4.56E-06
0.00018835,0.00024572,0.00080855,5.79E-06
0.00019598,0.00025885,0.00082616,7.67E-06
0.00020353,0.000267,0.00085248,1.02E-05
0.00020849,0.000278,0.00088372,1.37E-05
0.00021271,0.00029391,0.00092453,1.83E-05
0.00021435,0.00031166,0.00096458,2.35E-05
0.00021455,0.00032871,0.0010045,2.92E-05
0.00021341,0.00034003,0.0010489,3.37E-05
0.00021269,0.00035185,0.0010957,3.70E-05
0.00021436,0.00035918,0.0011508,3.83E-05
0.00022059,0.00036281,0.0012143,3.84E-05
0.00023587,0.00037428,0.0012854,3.74E-05
0.00025772,0.00038539,0.001348,3.61E-05
0.00028549,0.00038855,0.0014045,3.43E-05
0.00031501,0.00039131,0.0014556,3.19E-05
0.00034648,0.00038219,0.0014969,2.99E-05
0.00041758,0.00044556,0.0017566,3.22E-05
0.017305,0.013852,0.077186,0.00048543
0.018489,0.014487,0.081272,0.0005212
0.015732,0.011487,0.066355,0.00046749
0.015503,0.0098929,0.061298,0.00048316
0.016422,0.0088446,0.058242,0.00052484
0.018031,0.0082286,0.055865,0.00056385
0.021027,0.0087836,0.058373,0.00069102
0.13494,0.047463,0.36626,0.0070223
0.32207,0.10121,0.83436,0.01863
0.24397,0.073202,0.57437,0.011925
0.2043,0.059589,0.44104,0.0093422
0.16655,0.043409,0.32494,0.0075963
0.13722,0.044328,0.24175,0.0070501
0.1285,0.06611,0.20571,0.015357
0.14955,0.16474,0.22206,0.088911
0.13034,0.14384,0.17121,0.060622
0.12024,0.13187,0.14357,0.050522
0.11589,0.12544,0.12861,0.047101
0.11417,0.12281,0.12219,0.04718
0.16104,0.19425,0.15944,0.071457
0.20365,0.26814,0.19249,0.10029
0.18567,0.24362,0.17924,0.10394
0.1701,0.23486,0.16579,0.11134
0.18122,0.31423,0.16172,0.15686
0.23816,0.6458,0.17553,0.31169
0.27008,1.0342,0.17801,0.47258
0.24597,1.2173,0.16477,0.51861
0.2233,1.5065,0.15828,0.59832
0.20066,1.7186,0.1564,0.68908
0.16544,1.5409,0.15019,0.62704
0.13776,1.2021,0.14179,0.52417
0.11949,0.9904,0.1343,0.44623
0.10836,0.90131,0.12819,0.38668
0.10281,0.80065,0.12235,0.33976
0.097024,0.71792,0.11668,0.30273
0.091861,0.65166,0.11206,0.27308
0.088165,0.58795,0.1081,0.24958
0.084042,0.53485,0.10423,0.22668
0.080585,0.52027,0.09967,0.20879
0.077462,0.51303,0.097041,0.1943
0.073759,0.50059,0.094206,0.18246
0.070102,0.48313,0.090606,0.17303
0.065467,0.47136,0.088436,0.16518
0.060871,0.461,0.087089,0.1563
0.056366,0.45753,0.085332,0.14874
0.051932,0.45514,0.085694,0.13973
0.048636,0.45081,0.088144,0.13135
0.046388,0.44356,0.090465,0.12515
0.043445,0.43302,0.093492,0.12062
0.04113,0.42185,0.097393,0.11835
0.038473,0.41499,0.10167,0.11935
0.035342,0.41212,0.10474,0.12185
0.032396,0.41872,0.10998,0.12445
0.029216,0.43114,0.11681,0.12762
0.026369,0.44282,0.12618,0.13007
0.024025,0.45561,0.13988,0.13081
0.022332,0.45895,0.15721,0.12983
0.022512,0.44338,0.17942,0.12879
0.023692,0.43511,0.20307,0.13042
0.026655,0.43945,0.23011,0.13516
0.033017,0.47355,0.26358,0.15199
0.041649,0.50479,0.29472,0.17911
0.044383,0.50707,0.24708,0.20182
0.031413,0.3992,0.11596,0.20833
0.022017,0.30287,0.049628,0.21919
0.018712,0.23061,0.026815,0.24765
0.015556,0.16694,0.015105,0.16354
0.010923,0.11224,0.0068341,0.070479
0.0094746,0.09238,0.0046261,0.047128
0.010127,0.093318,0.0046032,0.040297
0.011409,0.08933,0.0049236,0.034698
0.0047823,0.059869,0.0043511,0.021708
0.0012868,0.035215,0.0037494,0.012099
0.0013247,0.034596,0.0043604,0.0099587
0.001423,0.035553,0.005104,0.0085147
0.0015857,0.037744,0.0059159,0.0079491
0.0018194,0.04304,0.0068945,0.0083862
0.001275,0.018472,0.0024338,0.0022553
0.0011588,0.012848,0.0015278,0.0011972
0.0012527,0.012809,0.0015006,0.0010853
0.0013765,0.013056,0.0015519,0.0010268
0.0015257,0.013653,0.0016999,0.0010164
0.0017906,0.01248,0.0020266,0.0011393
0.0011633,0.0083286,0.0017247,0.00079473
0.00051677,0.0053969,0.0012112,0.00040692
0.00055384,0.005776,0.0015077,0.00045199
0.00060127,0.0062838,0.0019395,0.00052316
0.00065343,0.0068519,0.0025204,0.00063745
0.00071005,0.0074361,0.0032491,0.00077454
0.00079308,0.0081869,0.0041014,0.00093713
0.00079803,0.0081447,0.004532,0.00098215
0.00039879,0.0052027,0.002762,0.00046062
0.00041476,0.0051704,0.003018,0.00044643
0.00044162,0.0051488,0.0032597,0.00042596
0.00047465,0.0050863,0.0034174,0.0004009
0.00051501,0.0049828,0.0034906,0.00037034
0.00057357,0.0048496,0.0035035,0.00035452
0.00064635,0.0046865,0.0034765,0.00036037
0.00073621,0.0044972,0.0034354,0.00038714
0.00084224,0.0043543,0.0033921,0.00043344
0.00096419,0.004284,0.0033643,0.00049454
0.0010792,0.0042356,0.0033122,0.00055307
0.0011931,0.004217,0.0032747,0.00059809
0.0013151,0.004224,0.0032716,0.00061474
0.0014313,0.0042183,0.0032997,0.00060386
0.0015872,0.0042594,0.0033799,0.00056882
0.001786,0.0043248,0.0034937,0.00051854
0.0020315,0.0043811,0.0036332,0.00046251
0.0023126,0.0044425,0.0037734,0.000403
0.0026151,0.0044856,0.0039354,0.00035107
0.00015844,0.00027072,0.00078669,5.40E-06
0.00016501,0.00028938,0.00079892,7.25E-06
0.00017325,0.00030372,0.00082772,9.84E-06
0.00017922,0.00031438,0.00086659,1.33E-05
0.00018375,0.00033108,0.0009102,1.77E-05
0.00018655,0.00035363,0.00095863,2.27E-05
0.00018925,0.00037363,0.0010099,2.81E-05
0.00018978,0.00038886,0.0010636,3.27E-05
0.00019146,0.00039911,0.0011173,3.59E-05
0.00019397,0.00040449,0.0011747,3.72E-05
0.00020021,0.00040501,0.001235,3.70E-05
0.00021215,0.0004049,0.0012987,3.59E-05
0.00023408,0.00041013,0.0013642,3.44E-05
0.00026273,0.0004056,0.0014214,3.25E-05
0.00029632,0.00040347,0.0014721,3.06E-05
0.00033613,0.0003965,0.0015198,2.86E-05
0.00037465,0.00038439,0.0015618,2.68E-05
0.00044559,0.00042812,0.0017437,2.84E-05
0.0053058,0.004241,0.021513,0.00017805
0.024895,0.0182,0.10125,0.00062453
0.018228,0.012836,0.069553,0.00052586
0.017912,0.011341,0.062818,0.0005583
0.018655,0.010266,0.058228,0.00061045
0.020333,0.0095874,0.055068,0.00064822
0.02248,0.0094158,0.053135,0.00068958
0.034209,0.013352,0.074926,0.0011575
0.37232,0.12334,0.88537,0.021702
0.29483,0.091962,0.65441,0.014217
0.23791,0.074006,0.49706,0.010271
0.19481,0.056479,0.3815,0.0080892
0.15983,0.047065,0.28745,0.00666
0.13349,0.048622,0.21975,0.0063702
0.13352,0.084807,0.20201,0.019791
0.14799,0.17268,0.20754,0.07902
0.12899,0.14913,0.16653,0.056054
0.11817,0.1367,0.14564,0.05127
0.11073,0.1276,0.13477,0.050682
0.10464,0.12421,0.13031,0.054709
0.13135,0.17657,0.15863,0.080834
0.17545,0.26931,0.20185,0.12614
0.15409,0.24147,0.18391,0.12735
0.13739,0.22927,0.16601,0.12768
0.12403,0.22871,0.14831,0.12234
0.13493,0.34238,0.14619,0.15496
0.16167,0.63529,0.15548,0.23373
0.1529,0.7689,0.14922,0.24175
0.1252,0.72463,0.13526,0.20069
0.11307,0.83717,0.13273,0.22737
0.10699,0.9632,0.13453,0.27609
0.10645,1.097,0.13727,0.33819
0.10415,1.0011,0.13498,0.36038
0.10479,1.004,0.1327,0.3768
0.10594,1.0883,0.13063,0.38395
0.10157,0.99183,0.1264,0.33505
0.096938,0.89656,0.12294,0.2929
0.092491,0.81085,0.11957,0.25858
0.087299,0.73804,0.11603,0.22954
0.081771,0.66292,0.11385,0.20472
0.075686,0.59584,0.11265,0.18778
0.06972,0.5864,0.11186,0.17764
0.062868,0.5756,0.11124,0.16777
0.055855,0.56482,0.11035,0.1606
0.049932,0.55848,0.11007,0.15509
0.044304,0.55543,0.10972,0.14934
0.040274,0.54619,0.1107,0.14361
0.037331,0.5405,0.11301,0.14003
0.03468,0.52924,0.11509,0.13529
0.032551,0.5168,0.11865,0.13166
0.03065,0.50893,0.12257,0.13042
0.029184,0.50303,0.12971,0.13047
0.028019,0.51027,0.13957,0.13183
0.026813,0.52518,0.15257,0.13487
0.026159,0.50602,0.16871,0.13849
0.025598,0.48942,0.18851,0.14077
0.025767,0.4786,0.21208,0.14176
0.025694,0.42319,0.21438,0.14539
0.025587,0.35783,0.20737,0.14894
0.025054,0.29772,0.18057,0.15294
0.016365,0.23226,0.087767,0.14002
0.010689,0.1791,0.037641,0.13458
0.0078841,0.13763,0.0169,0.14526
0.010139,0.13176,0.016297,0.19018
0.011243,0.12094,0.012922,0.17604
0.0096839,0.10311,0.0075096,0.089306
0.0091674,0.094002,0.0051271,0.056489
0.0099751,0.095313,0.0049289,0.05539
0.010817,0.095414,0.0049635,0.052453
0.011981,0.093066,0.0052635,0.049761
0.0035795,0.05686,0.0042951,0.030845
0.0011852,0.037874,0.0038619,0.019977
0.0011431,0.037239,0.0044008,0.016503
0.0011738,0.037872,0.0051221,0.01368
0.0012494,0.039899,0.0059849,0.011711
0.001399,0.044604,0.0070756,0.011256
0.00105,0.022931,0.0031462,0.0038138
0.00087721,0.013726,0.0016494,0.0015971
0.00094767,0.013451,0.0015823,0.0014115
0.0010402,0.013796,0.0015599,0.0013215
0.0011459,0.013922,0.0015967,0.0012634
0.0012861,0.013657,0.0017497,0.0012891
0.0014434,0.010873,0.0020186,0.0014027
0.00041892,0.005532,0.0010572,0.00050125
0.00038145,0.0054518,0.0011646,0.00044998
0.00041507,0.0059283,0.001448,0.00049138
0.00045255,0.0065397,0.001852,0.00056946
0.00049443,0.0071453,0.0023926,0.00068297
0.00054761,0.007919,0.003072,0.00084121
0.00062424,0.0087442,0.0039083,0.0010523
0.00044642,0.007118,0.0033229,0.00078576
0.00029199,0.0054511,0.0026065,0.00050414
0.00030734,0.0054607,0.0029057,0.00050289
0.00032686,0.0054686,0.0031737,0.00048534
0.00035111,0.0054308,0.0033836,0.00044383
0.00038041,0.0053441,0.0034829,0.00040196
0.00041853,0.005223,0.0035179,0.00036242
0.00047135,0.0050741,0.0034959,0.0003381
0.00053634,0.0048864,0.0034265,0.00034072
0.00061769,0.0047175,0.0033547,0.00036585
0.00070947,0.0046041,0.0032694,0.00040784
0.00080657,0.0045365,0.0031758,0.00045899
0.00089876,0.0044892,0.0030879,0.0005062
0.00098782,0.0044441,0.0030294,0.00053736
0.0010726,0.004386,0.003011,0.0005499
0.0011758,0.0043722,0.0030435,0.00053953
0.0013236,0.0043806,0.0031266,0.00050493
0.0015098,0.004358,0.0032376,0.00045959
0.001754,0.0044016,0.0033768,0.00040777
0.0020251,0.0044574,0.0035369,0.00035479
0.00017287,0.0003407,0.00080588,7.07E-06
0.00017857,0.00036133,0.00082829,9.69E-06
0.00018799,0.00038026,0.0008762,1.29E-05
0.00019382,0.00039677,0.00092798,1.70E-05
0.00019979,0.00042109,0.00098654,2.19E-05
0.00020178,0.00044632,0.0010455,2.67E-05
0.00020592,0.00046448,0.0011101,3.11E-05
0.00020932,0.0004711,0.0011666,3.40E-05
0.00021354,0.00047398,0.0012268,3.58E-05
0.00022233,0.00046734,0.0012871,3.52E-05
0.00023607,0.00045996,0.0013484,3.44E-05
0.00025943,0.000453,0.0013992,3.30E-05
0.00029232,0.00044906,0.0014509,3.11E-05
0.00033867,0.00043955,0.0014988,2.93E-05
0.0003876,0.00043751,0.0015351,2.78E-05
0.00044396,0.00042667,0.0015766,2.65E-05
0.00050044,0.00042319,0.0016161,2.56E-05
0.00058271,0.00045888,0.0017047,2.75E-05
0.0015963,0.0011853,0.0046403,6.11E-05
0.037097,0.024219,0.12375,0.00078785
0.02363,0.015302,0.071875,0.00061311
0.022862,0.013675,0.063667,0.00064426
0.023308,0.012444,0.05785,0.00069422
0.024945,0.011519,0.054262,0.00070684
0.026584,0.010876,0.050582,0.00068125
0.028962,0.011254,0.051115,0.00071194
0.11747,0.04172,0.22521,0.0042465
0.39905,0.13047,0.82624,0.018335
0.28726,0.091664,0.5739,0.010873
0.23728,0.077033,0.46417,0.0084818
0.19426,0.05568,0.35859,0.0069616
0.16045,0.053415,0.27643,0.0060223
0.13453,0.055053,0.21231,0.0061158
0.14137,0.10918,0.21081,0.02759
0.14646,0.18224,0.20975,0.078453
0.12443,0.15759,0.17257,0.059996
0.11069,0.14478,0.15368,0.059944
0.099472,0.13527,0.14321,0.063358
0.090943,0.13178,0.13815,0.070932
0.10314,0.16964,0.15624,0.096707
0.14394,0.28258,0.20155,0.15154
0.12896,0.26554,0.18482,0.14488
0.11304,0.24644,0.16345,0.12757
0.10253,0.24786,0.1441,0.10997
0.092245,0.24984,0.12817,0.093441
0.10886,0.4302,0.13444,0.12818
0.13245,0.77396,0.14665,0.18865
0.11682,0.78454,0.13808,0.16999
0.099023,0.74118,0.12962,0.14994
0.087498,0.63797,0.12699,0.13611
0.082972,0.66406,0.13126,0.14795
0.080897,0.6852,0.13682,0.15914
0.082233,0.71292,0.14424,0.1737
0.084956,0.77138,0.14448,0.17983
0.087153,0.86234,0.14408,0.18435
0.088525,0.93614,0.14311,0.19341
0.089882,0.97448,0.14315,0.20292
0.088642,1.0038,0.14237,0.2206
0.082629,0.96335,0.14257,0.21698
0.073575,0.87398,0.14187,0.20026
0.064207,0.79074,0.14162,0.18752
0.05463,0.73918,0.14038,0.17992
0.047122,0.73333,0.13955,0.17495
0.040747,0.72289,0.13889,0.17062
0.036505,0.72082,0.13883,0.16769
0.033458,0.71831,0.14114,0.16443
0.031658,0.70524,0.14322,0.16045
0.03053,0.68925,0.14862,0.15517
0.02981,0.67259,0.15599,0.15042
0.027983,0.56649,0.15237,0.14638
0.024198,0.41832,0.13587,0.14549
0.020795,0.31065,0.12245,0.14663
0.01917,0.24938,0.11709,0.15228
0.018247,0.2041,0.11234,0.16029
0.017584,0.16572,0.10764,0.16561
0.01198,0.15174,0.064094,0.14502
0.0081542,0.14655,0.034801,0.12212
0.0056023,0.14258,0.017488,0.10514
0.0066245,0.14534,0.017137,0.1116
0.0084781,0.13992,0.017268,0.13481
0.010447,0.13268,0.016204,0.15409
0.0093804,0.1139,0.0097275,0.081307
0.0085745,0.1002,0.0059613,0.044912
0.010211,0.10389,0.005522,0.050448
0.011401,0.10668,0.0052779,0.053808
0.012866,0.10451,0.0053904,0.0565
0.013158,0.097938,0.0056044,0.056197
0.0032249,0.057033,0.0043873,0.03681
0.0014024,0.042917,0.004116,0.028013
0.0012947,0.041936,0.0045619,0.025011
0.0012547,0.042034,0.0051602,0.021817
0.0012685,0.043422,0.0059324,0.018329
0.001359,0.047921,0.0069973,0.016919
0.0010709,0.029155,0.0038851,0.007
0.00080992,0.015311,0.0017444,0.0023436
0.00086532,0.014927,0.0016927,0.0019696
0.00093917,0.015074,0.0016476,0.0017885
0.0010356,0.015353,0.0016276,0.0016983
0.0011409,0.01573,0.0016812,0.0016703
0.0013333,0.013039,0.0018915,0.0018049
0.00065832,0.0078563,0.0013089,0.00099626
0.00032969,0.0055141,0.0009675,0.00054715
0.0003452,0.0057981,0.0011432,0.00053608
0.00036965,0.0062964,0.0014109,0.00056233
0.00039866,0.0069678,0.0017784,0.00063182
0.0004342,0.0076131,0.0022799,0.00075326
0.00048173,0.0086554,0.0029081,0.00093428
0.00055846,0.0096291,0.0037249,0.0012092
0.00027865,0.0064631,0.0024086,0.00064921
0.00024605,0.0059476,0.0024485,0.00058603
0.00025933,0.0059916,0.0027928,0.00060322
0.00027588,0.0060261,0.0030998,0.00059797
0.00029335,0.0060056,0.0033607,0.00055891
0.00031669,0.0059373,0.0035292,0.00049225
0.00034508,0.005844,0.0036165,0.00042787
0.0003848,0.0057012,0.0036191,0.0003771
0.00043525,0.0055255,0.0035682,0.00034772
0.0005034,0.0053197,0.0034841,0.00034716
0.00058248,0.0051683,0.0033693,0.00036605
0.00066962,0.0050816,0.0032301,0.00039926
0.00075585,0.0050149,0.0030998,0.00044062
0.00083139,0.0049441,0.0029716,0.0004778
0.00089769,0.0048735,0.0028821,0.00049787
0.0009774,0.0048105,0.0028613,0.0005017
0.0010819,0.00477,0.0028828,0.0004879
0.0012251,0.0047052,0.0029388,0.0004531
0.0014369,0.0046913,0.0030559,0.00040996
0.0016779,0.0046671,0.0031881,0.00035923
0.0001114,5.38E-05,0.00027328,8.82E-06
0.00011592,5.79E-05,0.0002897,1.17E-05
0.00012151,6.08E-05,0.00031202,1.54E-05
0.00012523,6.40E-05,0.00033713,1.93E-05
0.00012941,6.83E-05,0.00036379,2.34E-05
0.00013246,7.13E-05,0.00038745,2.68E-05
0.00013643,7.26E-05,0.00041126,2.95E-05
0.00014198,7.23E-05,0.00043411,3.07E-05
0.00014834,7.12E-05,0.00045378,3.10E-05
0.00016014,6.89E-05,0.00047073,3.04E-05
0.00017614,6.63E-05,0.00049024,2.92E-05
0.00020173,6.45E-05,0.00050307,2.81E-05
0.00023379,6.17E-05,0.00051627,2.68E-05
0.00027665,6.15E-05,0.00053051,2.54E-05
0.00032163,6.03E-05,0.00054137,2.45E-05
0.00037433,6.04E-05,0.0005529,2.43E-05
0.0004287,6.29E-05,0.00056473,2.46E-05
0.00048814,6.75E-05,0.00057099,2.65E-05
0.00060788,8.43E-05,0.00064881,3.44E-05
0.016715,0.0036346,0.029166,0.00047289
0.025861,0.0058162,0.044445,0.00074346
0.021551,0.0045026,0.033189,0.00069675
0.021322,0.0040141,0.02949,0.00070688
0.021921,0.0036489,0.027364,0.00068772
0.022839,0.0033821,0.025746,0.00063491
0.023178,0.0031743,0.024599,0.00056923
0.024675,0.0034431,0.026398,0.0006015
0.25198,0.040601,0.38261,0.011849
0.28431,0.044301,0.44738,0.012674
0.21865,0.033701,0.34346,0.009058
0.17938,0.025936,0.27501,0.007527
0.14656,0.020137,0.21322,0.0066564
0.1202,0.019737,0.16278,0.0061772
0.0984,0.019843,0.12322,0.0066492
0.10643,0.05018,0.13148,0.041698
0.10055,0.072549,0.12542,0.085985
0.082499,0.062372,0.10445,0.072198
0.070671,0.057189,0.092419,0.074458
0.061681,0.053313,0.084953,0.079418
0.054943,0.052545,0.080411,0.085312
0.057368,0.062671,0.083868,0.099358
0.082676,0.11209,0.10966,0.14206
0.082382,0.12228,0.10621,0.13465
0.074943,0.11226,0.093092,0.10719
0.069467,0.10779,0.08231,0.085953
0.064467,0.10783,0.073721,0.071357
0.063199,0.12109,0.069802,0.066609
0.080347,0.23912,0.078742,0.10451
0.094654,0.41054,0.088219,0.15205
0.083389,0.38452,0.087177,0.13612
0.074237,0.35772,0.087969,0.12577
0.068264,0.29727,0.08977,0.11522
0.06481,0.26383,0.094395,0.10924
0.065033,0.27742,0.1004,0.11263
0.06529,0.30394,0.10481,0.11576
0.062367,0.36507,0.10566,0.11264
0.056792,0.36567,0.10266,0.097274
0.050312,0.36228,0.099338,0.086642
0.047048,0.38258,0.099737,0.087009
0.044687,0.40681,0.10247,0.098566
0.042147,0.43222,0.10568,0.11357
0.039057,0.46038,0.10912,0.13705
0.036218,0.48513,0.11212,0.16784
0.033033,0.47813,0.11105,0.20625
0.024846,0.35649,0.088395,0.21216
0.018962,0.26557,0.070751,0.20843
0.014857,0.18719,0.05629,0.20026
0.012253,0.12434,0.045594,0.18983
0.010313,0.082185,0.037863,0.17896
0.009905,0.064671,0.036793,0.17175
0.010876,0.064037,0.042833,0.17279
0.012132,0.0651,0.050098,0.17874
0.0095212,0.062461,0.036702,0.16417
0.006047,0.057809,0.019251,0.14237
0.0037784,0.054375,0.0092719,0.12281
0.0036219,0.055091,0.0075384,0.11691
0.0042068,0.057378,0.0076386,0.11614
0.0051053,0.056345,0.0078965,0.12309
0.0065616,0.054704,0.0081731,0.13612
0.0061014,0.046977,0.0053083,0.072283
0.0054202,0.039609,0.002979,0.032944
0.0064796,0.04006,0.0025549,0.033415
0.0078389,0.041802,0.0023939,0.038273
0.0091146,0.043991,0.0023087,0.044171
0.010749,0.042142,0.0023828,0.050117
0.0085577,0.034518,0.0023151,0.048513
0.0019607,0.018471,0.0017681,0.033709
0.0011243,0.015322,0.0017482,0.030473
0.0010322,0.015215,0.0019577,0.029985
0.00097227,0.015298,0.0022209,0.028519
0.00094215,0.015654,0.0025043,0.02587
0.00095873,0.017269,0.0029396,0.024086
0.00077826,0.011385,0.0018639,0.01249
0.00050939,0.0045897,0.00060704,0.0034574
0.00053182,0.0045349,0.00059425,0.0027718
0.00056597,0.0045091,0.00058016,0.0024058
0.00061819,0.004667,0.00057164,0.0022267
0.00068638,0.0047196,0.00057727,0.0021626
